Coords	Name	MIRNA	1A10-fastp-adapters-polyG-31bp-merged_condensed	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A12-fastp-adapters-polyG-31bp-merged_condensed	1A1-fastp-adapters-polyG-31bp-merged_condensed	1A2-fastp-adapters-polyG-31bp-merged_condensed	1A8-fastp-adapters-polyG-31bp-merged_condensed	1A9-fastp-adapters-polyG-31bp-merged_condensed	1B10-fastp-adapters-polyG-31bp-merged_condensed	1B11-fastp-adapters-polyG-31bp-merged_condensed	1B12-fastp-adapters-polyG-31bp-merged_condensed	1B1-fastp-adapters-polyG-31bp-merged_condensed	1B2-fastp-adapters-polyG-31bp-merged_condensed	1B5-fastp-adapters-polyG-31bp-merged_condensed	1B9-fastp-adapters-polyG-31bp-merged_condensed	1C10-fastp-adapters-polyG-31bp-merged_condensed	1C4-fastp-adapters-polyG-31bp-merged_condensed	1D10-fastp-adapters-polyG-31bp-merged_condensed	1D3-fastp-adapters-polyG-31bp-merged_condensed	1D4-fastp-adapters-polyG-31bp-merged_condensed	1D6-fastp-adapters-polyG-31bp-merged_condensed	1D8-fastp-adapters-polyG-31bp-merged_condensed	1D9-fastp-adapters-polyG-31bp-merged_condensed	1E10-fastp-adapters-polyG-31bp-merged_condensed	1E11-fastp-adapters-polyG-31bp-merged_condensed	1E12-fastp-adapters-polyG-31bp-merged_condensed	1E1-fastp-adapters-polyG-31bp-merged_condensed	1E3-fastp-adapters-polyG-31bp-merged_condensed	1E5-fastp-adapters-polyG-31bp-merged_condensed	1E9-fastp-adapters-polyG-31bp-merged_condensed	1F11-fastp-adapters-polyG-31bp-merged_condensed	1F4-fastp-adapters-polyG-31bp-merged_condensed	1F8-fastp-adapters-polyG-31bp-merged_condensed	1G5-fastp-adapters-polyG-31bp-merged_condensed	1H12-fastp-adapters-polyG-31bp-merged_condensed	1H7-fastp-adapters-polyG-31bp-merged_condensed	1H8-fastp-adapters-polyG-31bp-merged_condensed	2B2-fastp-adapters-polyG-31bp-merged_condensed	2B3-fastp-adapters-polyG-31bp-merged_condensed	2C1-fastp-adapters-polyG-31bp-merged_condensed	2C2-fastp-adapters-polyG-31bp-merged_condensed	2D2-fastp-adapters-polyG-31bp-merged_condensed	2E2-fastp-adapters-polyG-31bp-merged_condensed	2F1-fastp-adapters-polyG-31bp-merged_condensed	2G1-fastp-adapters-polyG-31bp-merged_condensed
ptg000034l:290316-290976	Cluster_16242	N	2	0	20	5	49	28	77	10	0	0	43	1	217	29	1	14	85	95	44	287	28	71	0	0	0	24	106	0	3	7	26	13	81	6	149	13	45	87	17	85	12	0	5	28
ptg000034l:292021-292655	Cluster_16243	N	41	0	17	14	19	264	20	6	0	1	173	3	709	41	0	84	138	701	44	467	9	338	0	0	0	97	362	19	15	5	40	83	66	92	281	248	212	305	50	382	19	26	56	12
ptg000034l:292739-293179	Cluster_16244	N	18	0	32	9	8	82	16	28	0	0	11	4	506	12	0	5	42	39	55	1480	32	239	0	0	0	12	88	0	27	1	112	6	14	27	398	51	14	11	4	34	36	17	7	73
ptg000034l:304935-305364	Cluster_16245	N	12	0	80	16	20	23	63	26	0	0	3	12	167	54	4	20	92	14	88	425	109	82	0	0	0	29	373	5	20	26	62	26	35	7	191	10	38	99	8	167	60	2	9	164
ptg000034l:305402-305812	Cluster_16246	N	10	0	19	7	12	5	27	4	0	0	0	18	94	24	6	17	25	7	37	145	26	48	0	0	0	7	61	3	10	12	26	6	20	3	48	2	12	27	7	53	16	0	4	11
ptg000034l:306810-307235	Cluster_16247	N	26	0	33	18	15	5	27	9	0	0	0	17	120	44	3	7	37	1	60	116	37	43	0	1	0	11	153	4	27	24	37	17	30	5	57	19	38	47	16	75	40	2	13	66
ptg000034l:309960-312217	Cluster_16248	N	756	0	673	1245	951	555	1656	267	0	0	78	1134	4593	736	298	333	2095	261	982	4830	892	2124	0	0	0	899	4222	131	359	974	807	562	1766	230	2083	591	1357	2489	1054	3269	426	110	386	756
ptg000034l:312415-312843	Cluster_16249	N	5	0	15	2	25	18	41	2	0	0	3	2	100	12	0	5	15	26	22	130	9	38	0	0	0	4	50	1	9	3	19	2	135	10	41	73	8	84	27	54	12	6	2	14
ptg000034l:313352-313782	Cluster_16250	N	31	0	378	111	305	137	329	152	0	0	70	102	1089	64	34	5	146	103	880	1229	488	394	0	0	0	2	359	1	233	69	477	2	525	95	389	161	82	252	257	189	682	40	0	521
ptg000034l:314278-315403	Cluster_16251	N	69	2	487	93	158	114	182	180	0	0	243	72	675	92	22	60	284	965	787	735	378	451	0	1	1	173	428	28	225	54	413	70	264	55	631	120	177	399	122	635	318	17	54	534
ptg000034l:316428-316849	Cluster_16252	N	13	0	34	12	17	15	15	12	0	0	6	5	66	7	3	6	26	20	58	85	36	51	0	0	0	14	55	2	18	7	28	7	18	2	36	13	14	33	11	33	21	9	6	27
ptg000034l:317918-318348	Cluster_16253	N	42	0	5	25	62	0	388	1	0	0	5	4	406	3	1	2	18	188	150	453	357	81	0	0	0	52	469	0	7	5	12	1	37	1	106	5	98	33	6	42	17	0	3	313
ptg000034l:322816-323554	Cluster_16254	N	128	0	335	247	234	47	417	111	0	0	22	48	524	22	41	46	316	67	634	1171	571	195	0	0	0	27	390	4	217	64	464	44	227	29	357	58	56	167	167	268	233	7	34	402
ptg000034l:323711-324201	Cluster_16255	N	1	3	325	11	65	100	132	127	0	0	7	3	20	0	1	0	2	1	359	24	125	11	0	0	0	0	0	0	92	2	447	0	42	0	13	28	0	84	137	49	52	0	1	194
ptg000034l:345985-346411	Cluster_16256	N	13	0	37	1	31	32	45	18	0	0	1	2	173	18	0	2	27	4	78	146	119	77	0	0	0	4	34	0	32	0	67	7	54	13	59	22	19	3	29	0	38	12	4	121
ptg000034l:364436-364853	Cluster_16257	N	24	0	13	9	23	9	28	3	0	0	1	7	90	24	1	2	37	12	63	33	16	12	0	0	0	17	48	0	32	2	8	14	33	25	10	27	27	6	15	6	5	4	19	25
ptg000034l:364895-365409	Cluster_16258	N	108	0	47	3	51	0	61	21	0	0	2	1	188	60	0	5	142	55	7	171	28	91	0	0	0	79	286	2	8	4	29	83	8	37	148	14	137	19	11	382	9	2	155	23
ptg000034l:366594-367021	Cluster_16259	N	12	0	42	9	12	22	47	22	0	0	8	9	102	0	2	15	30	27	87	115	19	43	0	0	0	11	49	1	20	9	44	3	72	7	69	23	18	68	37	88	34	1	10	35
ptg000034l:367255-367767	Cluster_16260	N	3	0	181	41	81	48	92	68	0	0	24	19	349	4	9	41	0	63	237	436	112	199	0	0	0	3	1	13	77	32	147	3	125	27	157	56	11	251	63	259	84	12	1	209
ptg000034l:374619-375181	Cluster_16261	N	3	0	163	17	35	48	50	27	1	0	9	4	132	10	4	67	28	27	238	198	114	73	0	0	0	6	72	21	47	10	112	8	39	17	177	30	20	389	17	487	56	8	2	244
ptg000034l:375243-375925	Cluster_16262	N	1	0	307	7	7	11	7	23	0	0	1	2	27	0	0	136	9	6	364	24	113	17	0	0	0	1	4	40	20	0	184	0	8	4	24	7	3	878	5	863	100	1	0	336
ptg000034l:386554-387505	Cluster_16263	N	4	0	322	25	31	12	90	81	0	1	12	15	1169	3	3	18	14	64	533	1283	580	415	0	0	0	7	31	5	86	23	364	5	37	10	398	11	15	54	15	86	331	6	3	504
ptg000034l:387571-388265	Cluster_16264	N	7	0	211	9	21	37	41	69	0	0	2	6	505	18	3	9	50	12	357	470	259	167	0	0	0	20	104	1	109	4	237	10	33	20	116	31	31	22	13	41	207	6	8	178
ptg000034l:390984-391411	Cluster_16265	N	1	0	25	1	57	28	144	1	0	0	5	0	35	0	1	4	14	1	46	57	35	10	0	0	0	2	17	1	13	2	36	2	163	12	143	12	0	48	21	83	23	6	0	48
ptg000034l:392592-393184	Cluster_16266	N	0	0	162	0	607	309	1039	50	0	0	2	1	249	5	1	31	3	3	241	326	142	92	0	0	0	3	8	4	66	2	218	1	966	144	80	230	2	139	491	103	103	120	0	198
ptg000034l:393306-393735	Cluster_16267	N	0	0	17	2	64	319	223	3	0	0	0	0	15	0	0	15	7	0	42	18	16	2	0	0	0	0	2	0	3	3	20	0	160	131	9	150	5	132	66	95	12	72	1	37
ptg000034l:400627-401296	Cluster_16268	N	8	2	28	5	92	38	207	5	0	0	38	12	365	17	3	5	59	115	46	389	31	145	0	0	0	14	83	2	16	12	17	1	111	14	134	26	28	28	97	33	8	10	0	6
ptg000034l:401817-402245	Cluster_16269	N	11	2	14	23	134	76	301	13	0	0	42	7	518	31	2	50	39	119	18	417	39	191	0	0	0	15	85	11	3	16	14	9	154	10	203	57	21	81	168	74	16	1	6	21
ptg000034l:409681-410110	Cluster_16270	N	28	72	57	18	46	20	57	39	0	0	16	9	75	6	0	0	133	43	146	60	66	33	1	0	1	45	183	0	35	18	95	20	62	16	182	24	99	21	46	42	78	6	19	172
ptg000034l:421235-421662	Cluster_16271	N	6	0	9	2	2	3	1	6	0	0	4	0	28	5	0	10	13	2	33	111	4	8	0	0	0	4	41	3	1	1	6	4	6	1	6	1	5	130	35	1	6	0	5	9
ptg000034l:423326-423755	Cluster_16272	N	14	0	24	7	20	11	68	14	0	0	5	12	117	20	4	8	59	8	36	284	45	54	0	0	0	32	141	1	15	5	38	9	62	5	101	7	39	63	15	118	16	1	6	43
ptg000034l:428359-429264	Cluster_16273	N	65	0	338	94	138	76	265	105	0	0	15	56	488	60	8	71	282	36	523	618	341	344	0	0	0	171	633	32	115	69	303	76	221	40	354	53	185	551	108	813	142	14	50	577
ptg000034l:430420-431245	Cluster_16274	N	4	0	55	15	3	17	30	21	0	0	7	18	352	10	5	48	55	21	84	323	48	191	4	2	0	51	133	7	28	8	50	4	51	8	176	22	22	234	29	250	35	0	1	55
ptg000034l:432248-432676	Cluster_16275	N	4	0	37	25	61	3	67	21	0	0	3	10	182	3	2	17	15	10	41	126	28	92	0	0	0	7	22	5	19	11	47	3	86	7	69	5	12	64	65	96	22	2	3	30
ptg000034l:445588-446013	Cluster_16276	N	1	0	52	2	15	2	24	23	0	0	12	0	14	0	0	2	2	23	45	11	77	0	0	0	0	3	0	0	17	1	83	1	25	1	5	2	2	26	11	27	30	0	0	86
ptg000034l:447180-447991	Cluster_16277	N	2	0	1680	665	228	133	532	813	0	0	3	439	31	9	88	1	4	5	2515	44	1608	14	1	0	0	1	13	0	830	378	1390	9	423	58	130	154	5	15	186	17	1028	79	3	1536
ptg000034l:449204-449634	Cluster_16278	N	0	0	226	137	73	25	367	3	0	0	0	70	0	0	0	0	0	2	335	5	2	1	0	1	0	0	0	0	41	115	731	0	11	8	4	0	0	4	63	3	294	9	0	3
ptg000034l:505490-505919	Cluster_16279	N	0	0	60	679	611	111	375	88	0	0	2	556	20	12	332	209	4	2	108	17	73	18	0	0	0	0	8	94	76	809	126	2	324	34	39	34	7	1314	552	607	86	21	0	129
ptg000034l:510028-510456	Cluster_16280	N	34	0	0	0	7	1	31	0	0	0	5	1	31	50	7	33	102	20	0	63	2	6	0	0	0	47	234	5	0	1	0	17	38	1	23	0	66	161	7	263	9	0	20	5
ptg000034l:525290-525720	Cluster_16281	N	0	0	269	6	3	3	5	69	0	0	0	3	43	0	3	0	2	4	607	69	263	21	1	0	0	1	5	0	44	7	191	0	7	5	115	4	0	1	2	10	239	0	0	410
ptg000034l:528538-528958	Cluster_16282	N	0	0	29	9	4	2	19	11	0	0	0	10	12	0	0	2	1	2	96	14	41	9	0	0	0	0	24	0	12	2	49	0	16	2	9	6	13	3	10	11	63	0	1	93
ptg000034l:533645-534346	Cluster_16283	N	42	0	35	213	314	450	280	32	0	0	3	85	93	53	75	7	137	5	75	84	81	29	0	0	0	28	202	0	39	90	95	41	575	202	21	120	73	4	232	14	48	65	25	68
ptg000034l:534662-535109	Cluster_16284	N	288	0	267	772	343	624	156	146	0	0	3	412	765	214	150	1	777	3	724	1670	383	1104	1	0	0	1733	1881	5	245	559	331	313	644	196	1204	310	499	1	358	64	309	131	0	699
ptg000034l:535112-536306	Cluster_16285	N	496	0	760	1851	801	919	1589	511	0	0	2	1163	2356	511	276	23	1885	5	1306	2887	1366	1315	0	0	0	398	2384	7	563	1220	1400	351	1584	635	852	1173	825	119	885	125	589	295	333	1026
ptg000034l:539373-539782	Cluster_16286	N	4	0	0	331	4	0	31	1	0	0	0	0	0	2	35	0	2	0	7	7	3	0	0	0	0	0	42	4	2	34	5	2	8	2	1	3	2	0	5	0	5	35	2	4
ptg000034l:553812-554229	Cluster_16287	N	27	5	68	3	115	73	0	26	7	42	40	0	1773	0	55	39	0	5	114	1	0	53	10	1	0	1	1	7	0	1	2	32	118	0	40	49	71	126	437	148	66	6	13	1
ptg000034l:588085-588552	Cluster_16288	N	28	0	21	11	17	11	9	43	29	7	18	318	13	815	38	2442	18	282	722	10	7	351	8	55	3	477	20	373	700	627	22	6	28	13	34	18	59	25	60	105	1233	2666	2467	399
ptg000034l:631190-631618	Cluster_16289	N	0	0	4	18	19	62	69	0	0	0	8	5	243	2	2	1	11	95	27	394	1	118	0	0	2	10	10	2	0	11	0	8	124	20	91	17	5	4	41	5	1	7	1	7
ptg000034l:680448-680868	Cluster_16290	N	0	0	7	43	7	8	19	11	0	0	3	19	111	0	1	0	5	25	12	105	11	10	0	0	0	1	1	0	3	36	9	0	8	12	33	16	0	4	6	6	1	0	0	9
ptg000034l:689103-689530	Cluster_16291	N	32	0	19	13	15	20	10	42	26	7	19	15	25	36	68	97	24	10	14	18	14	17	8	0	3	17	22	6	11	11	32	5	26	18	69	24	83	31	82	124	19	22	10	10
ptg000034l:692580-693166	Cluster_16292	N	363	0	10	31	23	22	21	50	5	1	60	55	135	48	37	188	108	30	17	32	14	24	2	2	4	34	85	54	31	53	36	195	26	17	24	37	436	173	102	74	279	96	1020	42
ptg000034l:750939-751358	Cluster_16293	N	8	0	5	9	60	1	1	9	0	0	16	21	49	17	2	2	6	51	48	16	2	26	0	0	0	15	5	3	24	1	8	10	14	16	10	27	6	11	25	6	5	18	8	3
ptg000034l:797561-797989	Cluster_16294	N	0	0	1	0	2	41	1	2	0	0	1	0	193	0	1	1	0	2	2	195	1	94	0	0	0	0	0	3	2	0	1	1	1	20	96	58	1	5	1	2	0	15	0	3
ptg000034l:819117-819546	Cluster_16295	N	49	0	22	8	16	27	28	33	0	0	6	4	6	41	2	37	111	4	30	18	38	8	0	0	0	61	166	16	50	8	33	28	34	11	40	40	47	136	17	226	17	6	12	38
ptg000034l:888233-888657	Cluster_16296	N	30	0	18	11	13	18	4	35	25	8	19	8	19	29	61	92	22	9	9	12	11	6	8	0	3	10	21	4	3	8	24	8	20	13	64	17	71	35	71	125	16	11	7	6
ptg000034l:925061-925491	Cluster_16297	N	1	0	138	0	1	27	5	73	0	0	11	2	260	2	1	13	7	22	321	387	313	82	0	0	0	0	19	2	78	6	237	0	2	7	154	20	3	150	5	122	194	11	0	315
ptg000034l:927199-927916	Cluster_16298	N	0	0	134	0	3	18	8	18	0	0	0	6	510	1	1	3	3	8	379	1620	182	45	0	0	0	2	0	2	46	6	104	5	13	36	251	56	0	43	7	55	100	8	1	94
ptg000034l:932075-933551	Cluster_16299	N	41	0	490	667	872	990	912	329	0	0	13	447	1699	35	176	298	98	88	1354	1162	480	639	0	0	1	42	100	54	559	646	653	14	1234	446	651	936	35	1618	847	1997	339	301	17	1078
ptg000034l:937392-937801	Cluster_16300	N	15	0	44	9	14	34	26	23	0	1	6	16	78	19	1	4	38	12	87	101	49	69	0	0	0	13	81	4	15	2	35	15	22	12	49	32	22	44	13	61	41	10	3	40
ptg000034l:938195-938624	Cluster_16301	N	36	0	225	41	65	131	81	79	0	0	21	25	340	63	13	38	168	60	456	404	185	226	0	0	0	71	222	14	142	32	220	30	66	72	197	100	93	187	51	279	152	37	27	392
ptg000034l:939102-940016	Cluster_16302	N	91	1	96	20	50	122	73	41	0	0	14	68	252	47	8	21	176	496	207	423	151	150	0	0	0	85	220	2	71	102	154	19	80	52	250	92	71	143	24	174	89	17	18	226
ptg000034l:940752-941181	Cluster_16303	N	0	0	22	10	7	30	19	13	0	0	3	8	69	3	0	4	2	14	51	111	50	37	0	0	0	2	12	1	18	4	39	1	19	15	73	34	4	38	11	49	22	7	0	119
ptg000034l:945396-945824	Cluster_16304	N	0	0	201	1	1	24	1	17	2	0	1	1	206	2	0	1	24	19	240	368	274	118	0	0	0	1	20	1	56	3	75	0	9	2	118	3	2	36	0	67	159	0	1	304
ptg000034l:958516-959532	Cluster_16305	N	76	0	611	115	140	626	288	222	12	157	88	75	1071	113	22	102	634	406	1098	1673	804	625	101	1	18	247	1138	25	302	144	795	100	377	228	729	390	296	845	139	1331	279	112	71	2217
ptg000034l:960598-962000	Cluster_16306	N	202	2	634	353	419	1242	1121	203	0	0	24	132	458	150	67	63	561	62	720	681	578	280	0	0	0	179	1444	6	263	197	1061	175	720	338	433	541	841	355	275	423	287	119	47	716
ptg000034l:972277-972704	Cluster_16307	N	51	0	14	8	23	8	38	0	0	0	1	7	79	39	0	3	105	3	26	92	10	16	0	0	0	20	133	0	4	3	12	28	35	3	43	5	143	3	3	34	5	0	9	18
ptg000034l:992612-993036	Cluster_16308	N	8	0	27	25	22	13	28	16	0	2	5	11	252	4	2	1	21	14	67	192	49	79	0	0	0	13	43	0	20	7	49	3	24	5	101	17	13	33	16	62	18	2	2	52
ptg000034l:993186-993610	Cluster_16309	N	10	0	48	12	18	32	37	27	0	0	3	8	78	6	5	6	25	10	68	126	40	78	0	0	0	15	38	2	28	5	63	1	35	16	82	48	17	46	23	59	15	3	5	34
ptg000034l:994261-995073	Cluster_16310	N	20	0	179	38	87	130	158	73	0	0	15	28	670	29	14	21	73	94	294	693	223	376	0	0	0	40	153	8	93	22	196	14	142	47	278	100	32	206	92	303	102	33	9	248
ptg000034l:995258-995686	Cluster_16311	N	14	0	39	10	43	43	73	33	0	0	3	9	224	25	1	4	43	28	92	234	54	208	0	0	0	6	66	0	41	5	26	12	30	7	146	43	21	71	36	29	21	13	1	99
ptg000034l:1000861-1001294	Cluster_16312	N	33	0	105	1	315	3	240	35	0	0	5	3	421	42	1	3	118	16	140	346	66	271	0	0	0	66	203	0	44	1	100	34	385	7	151	7	78	10	253	18	34	1	29	104
ptg000034l:1001376-1001882	Cluster_16313	N	91	0	96	35	234	20	310	54	0	0	12	20	584	39	8	0	322	40	219	801	104	394	0	0	0	78	465	0	56	41	87	54	322	6	411	20	136	10	205	29	59	3	48	326
ptg000034l:1007902-1008328	Cluster_16314	N	2	0	40	13	112	19	93	28	0	0	4	10	95	0	2	5	5	18	92	109	52	66	0	0	0	3	18	1	22	18	59	1	162	11	59	23	5	43	115	54	31	4	0	59
ptg000034l:1009891-1010304	Cluster_16315	N	14	2	65	17	42	48	37	37	0	0	11	13	151	10	3	2	52	39	78	159	47	115	0	1	1	29	94	1	40	9	71	11	46	19	67	52	36	94	26	115	41	11	15	71
ptg000034l:1010439-1011301	Cluster_16316	N	25	0	228	33	139	134	161	100	0	1	10	24	456	44	15	32	84	55	342	466	102	368	0	0	0	86	224	10	150	40	218	41	189	85	255	163	98	220	108	408	103	16	5	239
ptg000034l:1012038-1012904	Cluster_16317	N	32	0	164	41	844	276	1195	60	1	0	28	26	439	69	10	47	171	53	308	623	273	218	0	0	0	47	294	7	74	21	240	27	995	95	174	124	56	131	658	266	107	37	9	172
ptg000034l:1013340-1014434	Cluster_16318	N	8	0	69	35	96	183	307	50	0	0	42	34	216	2	12	17	29	78	149	302	160	144	0	0	0	7	17	3	83	46	133	3	314	67	144	190	13	61	169	127	62	48	2	158
ptg000034l:1014692-1015476	Cluster_16319	N	7	0	97	836	34	1850	60	45	2	0	13	449	586	6	147	10	6	28	164	420	112	165	1	0	0	0	18	3	89	548	133	1	48	942	153	2705	1	134	27	133	59	458	1	202
ptg000034l:1021059-1021915	Cluster_16320	N	12	0	514	10	21	172	39	469	0	0	29	8	587	18	2	11	42	98	751	571	713	399	0	0	0	13	54	3	853	6	748	9	47	91	368	275	35	51	33	52	344	72	6	1096
ptg000034l:1025428-1026146	Cluster_16321	N	8	0	166	12	52	5253	20	21	1	0	192	13	9511	30	4	26	131	818	244	8725	242	5800	0	0	0	36	253	1	47	13	259	15	71	666	9311	2802	31	70	29	136	78	411	17	255
ptg000034l:1027004-1027434	Cluster_16322	N	6	0	64	8	40	49	65	30	0	0	10	10	76	6	2	10	20	21	85	109	81	54	0	0	0	9	41	0	42	10	101	3	57	18	44	39	5	84	45	107	48	7	3	76
ptg000034l:1027659-1028068	Cluster_16323	N	1	0	50	13	30	40	52	27	0	0	5	9	99	6	1	9	3	22	82	130	65	71	1	1	2	2	23	2	40	4	60	4	60	11	69	49	8	79	28	73	30	15	2	87
ptg000034l:1028209-1028628	Cluster_16324	N	7	0	59	22	48	59	59	31	0	0	2	15	207	14	4	7	19	51	100	124	77	129	0	0	0	5	26	0	63	12	123	4	77	33	81	71	11	59	42	71	35	17	0	78
ptg000034l:1028792-1029531	Cluster_16325	N	18	0	59	29	101	22	147	2	0	0	0	24	221	4	15	35	78	32	121	247	49	98	0	0	0	15	85	1	21	17	60	12	122	21	66	24	31	112	83	147	19	11	2	56
ptg000034l:1031378-1031807	Cluster_16326	N	9	0	42	9	26	33	43	33	0	0	8	12	99	5	0	4	28	32	67	133	53	38	0	0	0	19	39	3	37	4	41	8	63	17	71	37	14	57	28	88	22	11	5	69
ptg000034l:1036194-1037487	Cluster_16327	N	2	0	22	6	2120	1559	5169	6	0	5	9	5	38	1	1	2	25	28	33	150	19	35	10	0	8	5	17	1	11	0	14	2	4973	951	114	1723	9	17	1596	18	11	467	3	43
ptg000034l:1037760-1038186	Cluster_16328	N	1	0	11	1	112	38	211	1	1	1	1	0	16	0	0	2	1	3	4	11	7	3	1	0	1	2	5	1	2	3	3	0	216	36	13	55	1	3	98	7	3	7	1	3
ptg000034l:1043063-1043492	Cluster_16329	N	0	0	218	11	27	101	212	35	0	0	4	4	98	0	0	5	0	23	248	96	183	35	0	0	0	0	0	0	39	8	129	1	93	94	54	103	1	38	31	40	79	54	0	182
ptg000034l:1045456-1045874	Cluster_16330	N	6	0	39	30	31	34	41	24	0	0	10	24	178	3	2	2	20	24	115	148	36	98	0	0	0	7	38	2	61	12	80	9	47	26	112	50	10	23	38	49	25	5	7	69
ptg000034l:1048504-1048933	Cluster_16331	N	10	0	53	14	105	73	274	37	0	0	17	16	85	8	8	33	36	16	60	146	76	32	0	0	0	22	35	4	40	7	140	6	360	21	75	46	16	170	84	196	40	1	7	86
ptg000034l:1049765-1050272	Cluster_16332	N	34	0	209	292	83	58	81	148	4	0	1	120	347	72	103	102	126	2	326	330	221	190	0	0	0	51	156	48	240	54	389	28	288	40	125	71	115	477	0	318	231	33	28	295
ptg000034l:1052544-1052970	Cluster_16333	N	17	0	39	18	32	26	33	11	0	0	2	14	76	19	3	1	56	26	58	86	66	44	0	0	0	37	72	0	42	18	59	16	36	13	35	27	20	39	21	29	18	5	12	49
ptg000034l:1053052-1053483	Cluster_16334	N	3	0	132	19	57	103	64	77	1	0	15	11	150	1	4	17	5	39	246	243	117	106	0	1	0	5	13	6	59	15	100	1	58	27	72	56	7	174	47	122	88	25	1	241
ptg000034l:1054340-1054966	Cluster_16335	N	39	0	86	39	76	39	112	35	0	0	16	29	224	44	9	16	69	43	155	198	135	139	0	0	0	43	148	8	89	53	139	23	104	43	89	57	78	90	51	133	85	18	13	129
ptg000034l:1056323-1056744	Cluster_16336	N	4	0	19	24	31	23	75	10	2	0	3	7	158	29	14	5	56	29	50	147	51	41	0	0	0	22	112	0	10	7	16	11	48	11	33	27	30	5	6	29	22	13	16	30
ptg000034l:1057057-1058579	Cluster_16337	N	46	0	257	3743	225	195	332	158	1	73	17	3314	415	26	53	32	87	131	543	496	359	257	2	0	1	45	130	18	284	3706	374	13	296	73	213	111	65	327	222	387	162	51	11	418
ptg000034l:1059584-1060007	Cluster_16338	N	5	0	93	12	6	1	54	44	0	0	0	9	20	5	2	3	29	19	109	40	75	32	0	0	0	7	86	0	41	15	142	11	13	2	75	8	16	27	9	43	40	1	3	104
ptg000034l:1063109-1063536	Cluster_16339	N	1	0	39	0	205	48	317	18	0	0	10	0	1	0	0	0	1	27	47	2	43	0	0	2	0	0	4	0	7	1	35	0	330	14	17	56	1	2	58	1	42	14	4	55
ptg000034l:1898024-1898452	Cluster_16340	N	71	0	3	2	10	2	14	3	0	0	0	0	0	28	0	2	166	8	0	88	3	18	0	0	0	57	414	0	6	0	6	65	2	0	17	0	61	4	29	4	1	0	34	1
ptg000034l:1911056-1911484	Cluster_16341	N	68	0	5	1	10	2	8	2	0	0	3	0	0	29	0	2	160	8	0	84	4	21	0	0	0	62	416	0	6	0	4	66	2	0	22	1	57	5	21	6	1	0	33	3
ptg000034l:2036457-2036885	Cluster_16342	N	10	0	7	19	30	24	56	0	0	0	15	8	14	7	5	10	38	41	21	6	5	10	0	0	0	35	26	3	5	0	8	6	59	30	11	31	30	90	25	110	5	11	6	10
ptg000034l:2387834-2388263	Cluster_16343	N	3	0	1	0	2	8	2	24	0	0	1	1	0	1	1	4	3	837	1	339	0	282	0	0	0	1	5	0	74	11	102	1	242	3	1	92	4	1	1	0	3	0	0	2
ptg000034l:2710884-2711385	Cluster_16344	N	34	0	46	25	24	73	52	19	0	0	0	14	159	23	4	4	60	4	68	184	45	46	0	0	0	44	329	2	31	16	55	25	34	30	53	61	27	34	27	38	23	17	9	101
ptg000034l:2712277-2712700	Cluster_16345	N	5	0	1	0	66	2	108	5	0	0	1	0	4	3	0	16	1	1	4	11	3	8	0	0	0	1	34	6	3	1	3	1	82	11	4	5	5	103	83	99	1	0	2	15
ptg000034l:2713429-2713854	Cluster_16346	N	7	0	16	0	60	8	189	4	0	0	0	0	24	3	0	41	14	0	49	33	17	9	0	0	0	6	38	11	2	0	9	7	94	6	39	20	9	95	51	198	7	2	5	9
ptg000034l:2735236-2735784	Cluster_16347	N	9	2	210	1	149	2	177	18	0	0	19	0	4	2	0	22	20	500	360	6	135	3	0	0	0	7	39	2	40	0	54	6	83	2	1	1	6	77	116	113	121	0	2	151
ptg000034l:2743011-2743427	Cluster_16348	N	1	0	68	3	8	1	45	28	0	0	18	1	8	2	0	6	4	61	56	10	55	4	0	0	0	0	10	0	36	0	74	0	50	1	7	0	3	49	22	61	21	0	0	83
ptg000034l:2759275-2759698	Cluster_16349	N	33	0	6	33	165	16	3	26	0	0	33	36	1	0	7	0	0	594	0	1	0	0	0	0	0	0	1	24	29	3	12	0	20	0	0	66	0	1	54	240	20	34	15	13
ptg000034l:2826686-2827095	Cluster_16350	N	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	2	1	19	0	0	0	0	1	0	0	0	2	173	5	329	1	0	0	1
ptg000034l:2874179-2874607	Cluster_16351	N	0	0	20	0	29	0	44	9	0	0	0	3	11	0	0	19	0	2	0	2	101	2	0	0	0	1	0	3	17	2	47	0	18	0	4	0	0	67	5	88	9	0	0	63
ptg000034l:2886713-2887142	Cluster_16352	N	3	0	206	8	3	204	21	34	0	0	0	4	2	11	0	6	23	3	7	2	123	7	0	0	0	13	1	1	16	5	4	6	59	67	4	9	1	3	13	6	38	13	0	190
ptg000034l:2911934-2912362	Cluster_16353	N	3	0	0	0	42	35	130	0	0	0	0	1	0	2	2	0	22	0	0	29	4	0	0	1	0	4	24	0	0	0	4	2	573	0	7	1	8	0	104	0	0	0	1	2
ptg000034l:2912484-2913103	Cluster_16354	N	30	0	255	20	42	248	253	86	0	0	8	19	636	50	7	38	99	36	537	273	215	361	0	0	0	85	329	21	77	12	260	30	93	88	145	685	70	484	96	381	79	29	15	284
