Coords	Name	MIRNA	1A11-fastp-adapters-polyG-31bp-merged_condensed	1A7-fastp-adapters-polyG-31bp-merged_condensed	1B3-fastp-adapters-polyG-31bp-merged_condensed	1B4-fastp-adapters-polyG-31bp-merged_condensed	1B6-fastp-adapters-polyG-31bp-merged_condensed	1B7-fastp-adapters-polyG-31bp-merged_condensed	1C11-fastp-adapters-polyG-31bp-merged_condensed	1C12-fastp-adapters-polyG-31bp-merged_condensed	1C5-fastp-adapters-polyG-31bp-merged_condensed	1C6-fastp-adapters-polyG-31bp-merged_condensed	1D12-fastp-adapters-polyG-31bp-merged_condensed	1D1-fastp-adapters-polyG-31bp-merged_condensed	1D2-fastp-adapters-polyG-31bp-merged_condensed	1D5-fastp-adapters-polyG-31bp-merged_condensed	1D7-fastp-adapters-polyG-31bp-merged_condensed	1E7-fastp-adapters-polyG-31bp-merged_condensed	1F10-fastp-adapters-polyG-31bp-merged_condensed	1F12-fastp-adapters-polyG-31bp-merged_condensed	1F1-fastp-adapters-polyG-31bp-merged_condensed	1F3-fastp-adapters-polyG-31bp-merged_condensed	1F6-fastp-adapters-polyG-31bp-merged_condensed	1F7-fastp-adapters-polyG-31bp-merged_condensed	1G10-fastp-adapters-polyG-31bp-merged_condensed	1G1-fastp-adapters-polyG-31bp-merged_condensed	1G3-fastp-adapters-polyG-31bp-merged_condensed	1H1-fastp-adapters-polyG-31bp-merged_condensed	1H2-fastp-adapters-polyG-31bp-merged_condensed	1H3-fastp-adapters-polyG-31bp-merged_condensed	2A3-fastp-adapters-polyG-31bp-merged_condensed	2B1-fastp-adapters-polyG-31bp-merged_condensed	2D1-fastp-adapters-polyG-31bp-merged_condensed	2D3-fastp-adapters-polyG-31bp-merged_condensed	2E1-fastp-adapters-polyG-31bp-merged_condensed	2E3-fastp-adapters-polyG-31bp-merged_condensed	2F2-fastp-adapters-polyG-31bp-merged_condensed	2H1-fastp-adapters-polyG-31bp-merged_condensed	2H2-fastp-adapters-polyG-31bp-merged_condensed
Porites_evermani_scaffold_2509:59799-60203	Cluster_13023	N	103	2	0	2	1	0	0	0	0	0	0	0	2	11	3	0	2	139	0	218	0	1	0	31	0	0	0	0	0	3	1	0	1	0	0	0	1
Porites_evermani_scaffold_2513:6532-6948	Cluster_13024	N	1	15	0	9	2	0	0	0	18	1	4	1	21	23	14	0	0	19	0	110	18	3	16	15	2	0	5	8	0	6	15	0	99	0	2	0	20
Porites_evermani_scaffold_2515:117-1574	Cluster_13025	N	13	31	0	1360	91	4	0	184	224	1	69	0	1875	958	537	29	429	6134	0	1524	846	64	457	3291	140	18	0	37	0	1798	150	0	78	0	0	0	415
Porites_evermani_scaffold_2515:23267-23693	Cluster_13026	N	0	1	0	3	1	0	0	4	6	0	0	1	45	1	1	0	9	3	1	0	2	0	2	300	1	0	0	0	0	12	2	0	0	0	0	0	1
Porites_evermani_scaffold_2515:42719-43149	Cluster_13027	N	0	0	0	0	0	1	0	0	0	0	0	2	113	5	0	0	0	6	0	0	0	0	0	622	0	0	3	0	0	0	0	0	1	0	0	0	6
Porites_evermani_scaffold_2515:50517-50946	Cluster_13028	N	1	0	0	3	0	0	0	5	10	0	0	0	0	0	2	0	2	41	0	8	5	1	11	370	0	1	0	0	0	8	1	0	1	0	0	0	2
Porites_evermani_scaffold_2516:9738-10166	Cluster_13029	N	3	78	0	4	3	0	0	3	501	0	1	0	2	17	14	0	4	0	2	12	2	2	4	1	1	0	0	0	0	0	14	0	1	0	0	0	1
Porites_evermani_scaffold_2517:1658-2084	Cluster_13030	N	0	0	0	15	0	0	0	6	9	0	0	0	7	0	2	0	2	698	0	2	0	0	4	1	0	0	0	0	0	170	6	0	0	0	0	0	0
Porites_evermani_scaffold_2517:11609-12037	Cluster_13031	N	57	25	0	0	3	0	0	2	348	0	0	0	2	42	10	0	59	78	1	0	0	0	6	7	0	0	0	0	0	5	5	0	9	0	0	0	41
Porites_evermani_scaffold_2517:16610-17440	Cluster_13032	N	31	61	0	309	5	0	0	150	1228	0	6	1	144	147	23	2	225	6861	4	600	476	32	53	30	1	1	6	4	0	629	7	0	27	0	0	0	47
Porites_evermani_scaffold_2517:27473-27893	Cluster_13033	N	10	9	0	129	9	0	0	8	95	0	1	0	98	76	21	1	66	389	0	136	62	4	16	33	0	0	0	0	0	222	8	0	0	0	0	0	42
Porites_evermani_scaffold_2517:28095-29307	Cluster_13034	N	59	42	0	268	23	1	0	50	417	0	5	1	173	156	46	0	218	1658	2	415	177	20	57	52	2	8	10	0	0	596	29	0	28	0	0	0	142
Porites_evermani_scaffold_2517:29397-32016	Cluster_13035	N	110	226	2	1578	71	1	0	319	2225	0	7	10	484	981	150	1	1147	10162	6	3150	526	83	145	196	7	24	12	14	0	3103	81	0	110	0	0	0	243
Porites_evermani_scaffold_2517:32173-32950	Cluster_13036	N	1	4	0	168	0	0	0	127	68	0	0	0	2	2	0	0	5	3518	0	42	42	0	10	7	0	0	0	0	0	948	2	0	1	0	0	0	1
Porites_evermani_scaffold_2517:41334-41763	Cluster_13037	N	22	0	0	22	1	0	0	4	7	0	1	0	148	39	5	0	11	157	2	19	2	0	22	42	0	0	0	0	0	41	9	0	13	0	0	0	28
Porites_evermani_scaffold_2517:61132-61829	Cluster_13038	N	26	10	0	260	4	0	0	20	13	0	0	2	218	24	20	1	7	774	1	26	13	3	30	203	1	0	0	0	0	276	28	0	29	0	0	0	28
Porites_evermani_scaffold_2517:63041-63483	Cluster_13039	N	4	10	0	79	0	0	0	8	164	0	0	0	459	4	10	0	16	422	0	21	119	1	15	168	0	0	0	0	0	218	38	0	4	0	1	0	8
Porites_evermani_scaffold_2517:63522-64110	Cluster_13040	N	16	12	0	82	0	0	0	15	768	0	0	5	1774	25	20	0	261	789	1	23	142	0	73	1418	1	0	0	0	0	179	8	0	2	0	0	0	46
Porites_evermani_scaffold_2517:68161-68590	Cluster_13041	N	0	22	0	2	1	0	0	0	3	0	0	1	7	6	1	0	0	78	0	10	629	0	1	0	1	0	0	0	0	91	1	0	3	0	0	0	5
Porites_evermani_scaffold_2517:72429-72688	Cluster_13042	N	0	0	0	28	0	0	0	12	45	0	0	0	0	0	4	0	0	512	0	2	0	0	4	11	0	0	0	0	0	92	48	0	0	0	0	0	0
Porites_evermani_scaffold_2522:26376-26811	Cluster_13043	N	0	9	0	322	0	0	0	7	669	0	0	1	142	0	1	0	6	2940	0	38	337	0	0	451	0	3	0	0	0	351	0	0	1	0	0	0	6
Porites_evermani_scaffold_2525:4676-5105	Cluster_13044	N	25	91	0	17	1	0	0	2	114	1	1	12	38	6	13	2	5	89	5	130	134	6	15	461	1	33	5	2	0	24	168	0	43	0	1	0	172
Porites_evermani_scaffold_2525:55762-56189	Cluster_13045	N	0	11	0	6	0	0	0	2	648	0	0	1	95	1	9	0	1	41	0	10	8	0	5	12	1	1	0	0	0	0	5	0	3	0	0	0	20
Porites_evermani_scaffold_2528:5314-5733	Cluster_13046	N	0	0	0	29	0	0	0	1	0	0	0	0	72	1	1	0	2	1	1	136	93	0	0	148	1	0	0	1	0	0	8	0	1	0	0	0	1
Porites_evermani_scaffold_2528:49061-49516	Cluster_13047	N	0	0	0	142	21	6	0	38	5	0	15	1	3839	382	518	7	285	0	0	660	0	22	811	15132	46	1	0	14	0	1524	3	0	220	0	0	0	508
Porites_evermani_scaffold_2529:69621-70095	Cluster_13048	N	1	1	0	20	76	0	0	0	36	0	0	0	10	149	41	0	20	24	0	63	15	7	70	28	34	23	9	6	0	16	100	0	683	0	0	0	35
Porites_evermani_scaffold_2530:3772-4277	Cluster_13049	N	50	87	0	29	83	4	0	6	1254	0	11	6	893	1045	8	1	1158	192	0	192	48	1	6	476	0	24	10	0	0	92	282	0	117	0	0	0	441
Porites_evermani_scaffold_2530:4368-5335	Cluster_13050	N	367	934	2	532	311	4	0	122	13894	0	35	65	9091	2427	6	4	2355	3719	62	3764	704	95	25	3856	0	163	81	22	0	963	1112	0	1563	0	3	0	1799
Porites_evermani_scaffold_2530:5895-6521	Cluster_13051	N	342	430	0	609	45	1	0	90	2286	0	8	35	2850	357	59	0	395	3026	18	2260	987	98	85	2614	4	137	38	5	0	1061	465	0	412	0	0	0	1291
Porites_evermani_scaffold_2530:6870-7795	Cluster_13052	N	427	669	0	1055	67	5	0	115	3102	0	4	56	3860	522	136	3	553	4044	23	2867	1854	108	159	3538	10	151	33	17	0	1939	623	0	492	0	0	0	1761
Porites_evermani_scaffold_2530:7818-8240	Cluster_13053	N	32	28	0	33	7	0	0	0	95	0	0	0	362	45	7	0	28	155	0	136	122	2	3	178	0	0	0	1	0	78	16	0	7	0	0	0	109
Porites_evermani_scaffold_2530:9943-10777	Cluster_13054	N	1487	6	1	134	0	0	0	24	45	0	0	0	1809	12	8	0	6	603	0	7252	16	192	14	777	2	12	0	43	0	117	56	0	975	0	1	0	3432
Porites_evermani_scaffold_2530:12155-12643	Cluster_13055	N	1	112	0	0	1	0	0	0	7030	0	0	0	5744	23	9	0	6	1	14	15	4	0	12	52	0	0	19	0	0	0	1	0	0	0	0	0	3
Porites_evermani_scaffold_2530:12831-13258	Cluster_13056	N	0	2	0	0	0	0	0	0	52	0	0	0	1077	3	0	0	2	0	0	0	0	0	2	18	0	0	0	0	0	1	9	0	0	0	0	0	0
Porites_evermani_scaffold_2530:21198-21624	Cluster_13057	N	14	1	0	3	4	0	0	3	55	0	0	0	131	29	6	0	33	39	2	29	26	2	12	321	0	0	0	0	0	19	6	0	1	0	0	0	32
Porites_evermani_scaffold_2530:21949-22368	Cluster_13058	N	12	10	0	1	0	0	0	0	33	0	0	0	74	22	8	1	26	4	0	31	26	0	14	226	0	0	0	0	0	0	6	0	0	0	0	0	84
Porites_evermani_scaffold_2530:26455-26892	Cluster_13059	N	19	32	0	0	4	0	0	0	116	0	3	1	170	55	44	0	64	0	0	106	29	0	53	426	0	0	0	0	0	0	25	0	38	0	0	0	66
Porites_evermani_scaffold_2530:28229-28657	Cluster_13060	N	37	13	0	0	9	0	0	0	134	0	0	4	215	49	33	0	80	0	4	196	85	5	90	477	4	8	1	0	0	0	12	0	25	0	0	0	147
Porites_evermani_scaffold_2530:28698-29125	Cluster_13061	N	22	10	0	0	5	0	0	0	117	0	1	1	203	30	25	0	81	0	0	78	34	0	40	457	0	1	0	1	0	0	8	0	14	0	0	0	58
Porites_evermani_scaffold_2530:29486-29968	Cluster_13062	N	12	17	0	1	7	0	0	0	128	0	0	0	163	56	32	1	60	2	0	84	29	6	24	326	0	2	0	0	0	0	4	0	25	0	0	0	66
Porites_evermani_scaffold_2530:30524-31381	Cluster_13063	N	52	170	0	3	12	0	0	2	347	0	0	0	437	139	343	0	75	813	1	309	254	32	311	1274	2	3	0	0	0	5	68	0	6	0	0	0	291
Porites_evermani_scaffold_2530:31871-32442	Cluster_13064	N	1	11	0	0	0	0	0	1	11	0	0	0	110	25	13	0	10	0	0	4	2	1	2	682	0	0	0	0	0	0	0	0	1	0	0	0	10
Porites_evermani_scaffold_2530:33463-33891	Cluster_13065	N	2	2	0	0	0	0	0	0	5	0	0	0	21	6	22	0	2	1	0	2	3	0	22	674	4	5	0	0	0	0	14	0	0	0	0	0	8
Porites_evermani_scaffold_2530:34345-34771	Cluster_13066	N	8	14	0	2	6	1	0	1	120	0	1	0	295	36	74	0	12	21	0	55	24	0	34	216	12	2	0	0	0	6	73	0	16	0	0	0	32
Porites_evermani_scaffold_2530:35082-35533	Cluster_13067	N	5	30	0	0	7	0	0	0	89	0	2	1	203	89	83	0	82	0	0	385	91	5	26	888	0	0	2	5	0	0	3	0	8	0	0	0	46
Porites_evermani_scaffold_2530:38480-40153	Cluster_13068	N	126	85	0	530	15	4	0	83	1463	1	1	11	4941	96	598	5	145	2478	9	883	656	40	513	2416	32	33	16	12	0	928	227	0	118	0	0	0	393
Porites_evermani_scaffold_2530:40192-40621	Cluster_13069	N	20	30	0	49	1	0	0	4	238	0	0	1	154	4	45	0	2	135	0	307	200	6	61	150	1	8	5	3	0	63	55	0	42	0	1	0	109
Porites_evermani_scaffold_2530:43684-44112	Cluster_13070	N	19	1	0	1	2	0	0	2	32	0	2	0	147	31	42	0	35	6	1	23	56	1	32	297	0	0	0	0	0	2	6	0	15	0	0	0	94
Porites_evermani_scaffold_2530:44357-45257	Cluster_13071	N	13	32	0	1	29	0	0	0	56	0	1	1	230	184	221	0	91	2	1	44	430	6	269	1923	13	0	0	1	0	1	31	0	46	0	1	0	398
Porites_evermani_scaffold_2530:45867-46296	Cluster_13072	N	26	13	0	3	13	1	0	2	93	0	9	1	257	74	40	0	45	19	0	127	22	2	62	321	5	8	4	3	0	5	4	0	21	0	0	0	81
Porites_evermani_scaffold_2530:47692-48477	Cluster_13073	N	86	36	0	1	14	0	0	0	120	0	0	0	427	126	46	0	66	4	1	364	101	10	46	815	6	0	1	0	0	2	2	0	57	0	0	0	140
Porites_evermani_scaffold_2530:50040-50559	Cluster_13074	N	89	53	0	6	15	0	0	4	345	0	4	0	574	89	44	0	126	25	6	566	45	17	91	478	10	0	6	1	0	7	0	0	70	0	0	0	276
Porites_evermani_scaffold_2530:50805-51233	Cluster_13075	N	24	16	0	6	9	0	0	0	100	0	1	0	254	68	40	0	66	16	0	104	45	6	18	237	2	0	1	1	0	6	0	0	16	0	0	0	115
Porites_evermani_scaffold_2530:53225-53962	Cluster_13076	N	53	36	0	10	20	0	0	1	151	0	0	0	389	125	74	1	116	21	0	261	117	9	54	478	3	1	1	8	0	15	1	0	25	0	0	0	202
Porites_evermani_scaffold_2530:54516-54945	Cluster_13077	N	22	14	0	4	34	0	0	0	51	0	1	0	110	229	163	0	102	10	0	167	82	2	76	266	10	9	0	0	0	2	36	0	79	0	0	0	112
Porites_evermani_scaffold_2530:55636-56180	Cluster_13078	N	9	82	0	0	2	0	0	0	51	0	1	0	728	162	215	0	63	0	0	76	18	5	148	206	15	0	0	0	0	1	115	0	1	0	0	0	34
Porites_evermani_scaffold_2530:56423-58232	Cluster_13079	N	68	31	0	0	1	0	0	0	149	2	0	0	153	151	30	7	12	3	0	76	1905	0	9	8083	0	1	0	0	0	0	10	0	13	0	0	0	81
Porites_evermani_scaffold_2530:65701-66129	Cluster_13080	N	2	1	0	0	4	0	0	0	16	0	0	0	355	76	4	0	155	1	0	9	8	0	27	358	2	0	0	0	0	0	2	0	12	0	0	0	13
Porites_evermani_scaffold_2530:67804-68215	Cluster_13081	N	5	10	0	0	0	0	0	0	76	0	1	0	224	31	27	0	32	0	0	33	41	1	21	314	0	1	0	0	0	0	12	0	14	0	0	0	39
Porites_evermani_scaffold_2530:68449-68860	Cluster_13082	N	8	8	0	0	3	0	0	0	37	0	0	4	131	24	17	0	25	0	0	39	19	1	46	235	1	0	0	0	0	0	8	0	8	0	0	0	23
Porites_evermani_scaffold_2530:69645-70067	Cluster_13083	N	5	2	0	0	0	0	0	0	31	0	0	0	75	30	6	0	8	0	0	5	6	1	6	185	0	1	0	0	0	0	0	0	1	0	0	0	23
Porites_evermani_scaffold_2532:27592-28022	Cluster_13084	N	1	10	0	792	0	0	0	3069	5	10	10	22	237454	2535	0	1	1	90391	284	0	1	246	4	9662	5	3	1	33	0	0	16	1	0	0	17	0	3721
Porites_evermani_scaffold_2532:59050-59830	Cluster_13085	N	11	1240	0	38	5	0	0	3	3530	0	1	44	95	182	293	0	67	84	4	444	33	3	323	1113	2	92	15	4	0	44	2535	0	83	0	0	0	70
Porites_evermani_scaffold_2533:63351-63768	Cluster_13086	N	0	7	0	2	1	0	0	0	0	0	0	6	0	0	40	4	1	7	0	36	17	4	19	0	0	2	0	2	0	0	86	0	140	0	0	0	2
Porites_evermani_scaffold_2534:4366-4796	Cluster_13087	N	4	20	0	14	0	0	0	1	124	0	0	2	39	24	16	0	8	68	0	140	27	1	9	174	0	5	0	0	0	9	37	0	0	0	0	0	22
Porites_evermani_scaffold_2534:4976-5376	Cluster_13088	N	8	9	0	25	1	0	0	3	118	0	0	0	88	20	4	0	14	190	0	54	98	1	13	246	2	1	0	0	0	53	9	0	0	0	0	0	21
Porites_evermani_scaffold_2534:7546-8417	Cluster_13089	N	0	0	0	5	0	0	0	0	32	1	0	0	17	1	1	0	4	1	0	11	0	1	0	2340	0	1	0	0	0	2	0	0	13	0	0	0	0
Porites_evermani_scaffold_2534:14181-14608	Cluster_13090	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0
Porites_evermani_scaffold_2534:19542-19972	Cluster_13091	N	10	79	0	54	0	0	0	6	2420	0	0	0	141	19	45	0	31	410	0	120	316	10	40	99	0	2	6	0	0	98	4	0	21	0	0	0	34
Porites_evermani_scaffold_2534:20078-20507	Cluster_13092	N	19	6	0	6	1	0	0	8	128	0	0	0	98	11	9	0	11	547	0	249	31	7	13	198	0	14	5	0	0	48	1	0	8	0	0	0	23
Porites_evermani_scaffold_2534:21747-22456	Cluster_13093	N	9	25	0	26	0	0	0	1	87	0	0	1	59	35	3	0	6	126	1	75	94	11	13	351	2	0	1	0	0	33	7	0	1	0	0	0	23
Porites_evermani_scaffold_2534:24594-25000	Cluster_13094	N	12	15	0	16	2	2	0	1	88	0	0	0	155	33	6	0	23	94	1	145	81	0	9	210	0	4	0	6	0	31	31	0	0	0	0	0	37
Porites_evermani_scaffold_2534:25974-26514	Cluster_13095	N	1	6	0	2	1	0	0	0	71	0	0	1	208	11	0	0	0	52	0	55	59	1	2	424	0	0	0	0	0	8	2	0	39	0	0	0	24
Porites_evermani_scaffold_2534:29844-30434	Cluster_13096	N	44	21	0	6	1	0	0	2	35	0	0	0	233	21	3	2	18	148	0	45	297	0	8	602	0	3	0	0	0	52	31	0	147	0	0	0	61
Porites_evermani_scaffold_2534:33082-33512	Cluster_13097	N	30	10	0	23	19	0	0	3	68	0	0	9	106	114	3	0	77	146	2	53	95	0	2	235	0	14	0	0	0	55	108	0	38	0	0	0	511
Porites_evermani_scaffold_2534:44032-44462	Cluster_13098	N	270	436	0	99	1	0	0	40	12526	0	0	0	87	14	3	0	14	1545	37	1080	29	17	5	176	2	4	47	10	0	156	15	0	100	0	0	0	221
Porites_evermani_scaffold_2534:45418-45855	Cluster_13099	N	11	7	0	62	4	4	0	6	112	0	0	0	161	19	6	0	10	210	0	65	35	0	8	228	0	0	0	1	0	71	8	0	9	0	0	0	26
Porites_evermani_scaffold_2534:47601-48328	Cluster_13100	N	91	132	0	106	28	1	0	17	523	0	5	2	260	236	94	1	79	561	5	286	3247	6	64	154	7	4	2	3	0	230	29	0	596	0	1	0	477
Porites_evermani_scaffold_2534:48625-49209	Cluster_13101	N	39	190	0	56	3	0	0	13	1499	0	0	7	170	80	80	0	120	323	4	258	333	10	124	2097	0	3	4	0	0	62	34	0	11	0	0	0	65
Porites_evermani_scaffold_2534:49219-49739	Cluster_13102	N	33	65	0	28	5	1	0	1	1335	0	0	0	166	101	58	0	42	220	2	132	1302	10	34	530	0	1	8	0	0	53	13	0	7	0	1	0	54
Porites_evermani_scaffold_2534:50168-50699	Cluster_13103	N	123	770	0	314	23	2	0	24	2447	1	2	6	255	359	61	2	177	657	21	1859	3204	84	191	900	6	46	43	15	0	460	175	0	221	0	0	0	1042
Porites_evermani_scaffold_2534:51105-51806	Cluster_13104	N	14	61	0	68	2	0	0	11	346	0	0	7	98	33	13	4	19	324	1	295	289	11	19	424	0	5	9	18	0	121	37	0	22	0	0	0	46
Porites_evermani_scaffold_2534:52533-53502	Cluster_13105	N	82	145	0	59	26	1	0	33	828	0	2	12	456	105	76	2	93	860	5	900	757	26	141	668	3	30	15	13	0	175	75	0	234	0	0	0	282
Porites_evermani_scaffold_2534:58072-58719	Cluster_13106	N	12	40	0	16	2	1	0	2	298	0	0	3	137	38	16	0	12	268	0	111	283	3	13	551	0	0	3	0	0	50	28	0	16	0	0	0	64
Porites_evermani_scaffold_2534:69686-70109	Cluster_13107	N	3	20	0	56	3	0	0	15	82	0	0	2	4	34	4	0	44	246	0	285	28	16	1	26	0	0	0	1	0	70	17	0	0	0	0	0	1
Porites_evermani_scaffold_2534:71048-71475	Cluster_13108	N	10	7	0	26	3	0	0	3	101	0	0	0	98	26	16	0	22	211	0	132	47	0	17	228	0	8	8	0	0	41	11	0	0	0	0	0	24
Porites_evermani_scaffold_2535:40309-40736	Cluster_13109	N	0	165	0	126	0	0	0	42	4	0	0	3	2	2	0	3	0	3	10	0	257	0	0	2	0	14	5	0	0	0	4	0	1	0	0	0	2
Porites_evermani_scaffold_2535:53342-53770	Cluster_13110	N	3	5	0	1	0	0	0	0	4	0	0	0	16	2	0	0	0	17	0	104	13	0	0	390	0	2	0	0	0	18	17	0	0	0	0	0	1
Porites_evermani_scaffold_2537:47872-48300	Cluster_13111	N	32	0	0	2	1	0	0	4	198	0	0	0	150	1	1	2	48	242	0	38	49	1	10	202	0	0	0	0	0	128	3	0	4	0	0	0	20
Porites_evermani_scaffold_2538:46464-46892	Cluster_13112	N	12	0	0	1	0	0	0	1	0	0	0	0	459	0	0	0	1	79	1	9	4	0	1	0	6	0	1	0	0	17	1	0	19	0	0	0	32
Porites_evermani_scaffold_2539:25175-25589	Cluster_13113	N	19	5	0	18	0	0	0	3	19	0	0	0	6	8	1	0	4	51	0	1	22	0	0	426	1	0	1	0	0	31	3	0	38	0	0	0	102
Porites_evermani_scaffold_2539:27354-28102	Cluster_13114	N	46	53	0	26	0	0	0	11	1231	0	0	4	89	0	2	0	2	356	1	144	16	7	2	723	0	18	13	1	0	44	33	0	40	0	0	0	88
Porites_evermani_scaffold_2540:946-1374	Cluster_13115	N	1	79	0	4	5	1	0	2	499	0	1	0	1	13	0	0	1	0	0	9	1	0	1	1	1	0	1	0	0	0	4	0	1	0	0	0	2
Porites_evermani_scaffold_2540:50058-50678	Cluster_13116	N	3	19	0	60	2	0	0	11	75	0	1	1	626	7	8	0	9	208	0	532	68	12	10	125	0	0	0	3	0	86	9	0	5	0	0	0	9
Porites_evermani_scaffold_2541:67006-67433	Cluster_13117	N	9	14	0	11	1	0	0	5	76	0	0	0	5	65	68	0	44	52	0	80	216	3	104	19	2	4	0	0	0	28	14	0	30	0	0	0	65
Porites_evermani_scaffold_2542:62407-62829	Cluster_13118	N	2	39	0	47	12	0	0	3	13	1	1	8	10	12	28	0	1	32	0	65	17	10	85	17	5	5	6	1	0	10	26	0	128	0	0	0	87
Porites_evermani_scaffold_2543:27740-28158	Cluster_13119	N	5	410	3	92	66	5	0	7	99	7	6	875	44	110	247	22	15	169	0	181	252	132	329	113	41	34	51	115	0	32	704	0	2391	0	78	0	168
Porites_evermani_scaffold_2546:541-969	Cluster_13120	N	117	11	0	196	17	0	0	78	88	0	0	0	1447	161	3	0	517	2056	0	1	571	0	5	194	0	4	0	0	0	484	0	0	55	0	0	0	523
Porites_evermani_scaffold_2546:1449-1879	Cluster_13121	N	31	12	0	18	3	1	0	6	41	0	0	0	110	5	2	0	12	183	0	253	19	19	4	29	1	0	14	0	0	48	7	0	14	0	0	0	84
Porites_evermani_scaffold_2546:2852-3311	Cluster_13122	N	47	10	0	74	1	0	0	7	191	0	0	1	178	5	54	0	45	359	0	70	237	3	75	26	0	0	0	1	0	135	4	0	5	0	0	0	115
Porites_evermani_scaffold_2546:4291-4770	Cluster_13123	N	63	24	0	111	3	0	0	27	168	0	0	0	295	23	25	0	34	817	0	114	77	13	14	108	0	1	0	0	0	237	22	0	17	0	0	0	108
Porites_evermani_scaffold_2546:4902-5322	Cluster_13124	N	9	6	0	56	2	0	0	5	64	0	0	0	172	53	24	0	36	232	0	40	63	0	2	29	1	1	0	0	0	88	17	0	3	0	0	0	22
Porites_evermani_scaffold_2546:5820-6226	Cluster_13125	N	25	6	0	82	1	0	0	6	81	0	0	4	175	26	16	0	18	378	0	62	50	2	13	22	2	11	0	0	0	141	26	0	33	0	0	0	104
Porites_evermani_scaffold_2546:7552-7983	Cluster_13126	N	81	33	0	87	16	0	0	9	242	0	0	2	472	34	2	0	54	701	2	540	148	2	8	38	0	20	0	3	0	107	115	0	39	0	0	0	136
Porites_evermani_scaffold_2546:8141-8659	Cluster_13127	N	19	2	0	79	1	0	0	9	97	0	0	2	287	41	5	0	37	522	0	79	77	3	9	24	0	0	0	0	0	180	25	0	10	0	0	0	44
Porites_evermani_scaffold_2546:9108-9535	Cluster_13128	N	24	12	0	58	0	0	0	6	77	0	0	2	129	15	6	0	15	262	0	51	39	6	16	17	0	0	0	0	0	130	21	0	5	0	0	0	36
Porites_evermani_scaffold_2546:9653-11586	Cluster_13129	N	586	95	0	901	48	3	0	132	1369	0	3	25	4922	315	67	1	310	4428	6	1036	1130	42	126	301	1	21	3	16	0	1426	258	0	417	0	0	0	1488
Porites_evermani_scaffold_2546:11745-12149	Cluster_13130	N	9	11	0	29	2	1	0	1	22	0	0	0	123	27	6	0	10	85	0	49	64	0	6	1	0	1	0	0	0	69	8	0	4	0	0	0	50
Porites_evermani_scaffold_2546:12536-13738	Cluster_13131	N	414	438	0	2616	425	5	0	26	1388	2	41	3	2530	1178	1519	0	104	1774	27	9726	1998	193	86	2933	222	8	0	125	0	2148	303	0	511	0	0	0	6916
Porites_evermani_scaffold_2546:15496-15921	Cluster_13132	N	17	7	0	42	3	0	0	2	220	0	0	0	294	16	2	0	45	386	0	119	33	12	3	69	0	0	1	0	0	42	9	0	18	0	0	0	41
Porites_evermani_scaffold_2546:16372-17105	Cluster_13133	N	30	25	0	265	0	0	0	27	141	0	0	3	129	106	10	0	43	862	1	355	305	1	16	81	0	0	0	0	0	479	3	0	20	0	0	0	74
Porites_evermani_scaffold_2546:18840-19267	Cluster_13134	N	9	11	0	9	2	0	0	4	120	0	0	4	207	13	13	1	13	90	1	27	19	1	15	163	3	2	1	1	0	17	19	0	14	0	0	0	7
Porites_evermani_scaffold_2546:22753-23595	Cluster_13135	N	35	2	0	94	1	1	0	20	8	0	2	0	53	60	12	0	65	579	0	64	40	5	4	36	1	5	0	0	0	98	32	0	16	0	0	0	12
Porites_evermani_scaffold_2546:25872-26296	Cluster_13136	N	0	0	0	36	0	0	0	8	9	0	0	0	24	2	1	0	0	210	0	37	10	0	1	24	0	1	0	0	0	58	2	0	0	0	0	0	11
Porites_evermani_scaffold_2546:27594-28019	Cluster_13137	N	0	5	0	112	1	0	0	0	30	0	0	0	100	7	3	0	10	300	2	33	40	1	1	100	0	0	0	0	0	252	1	0	0	0	0	0	20
Porites_evermani_scaffold_2546:29325-29804	Cluster_13138	N	23	6	0	110	2	0	0	19	87	0	0	0	199	30	0	0	13	639	0	22	60	0	6	116	0	0	0	0	0	229	4	0	19	0	0	0	40
Porites_evermani_scaffold_2546:30518-31122	Cluster_13139	N	34	19	0	109	8	0	0	10	216	0	1	0	592	59	44	0	51	677	1	166	116	19	22	488	0	0	10	0	0	190	15	0	0	0	0	0	67
Porites_evermani_scaffold_2546:36667-37239	Cluster_13140	N	49	20	0	196	6	0	0	33	224	0	5	0	645	79	40	5	23	1233	2	522	285	29	46	398	4	5	3	0	0	360	12	0	235	0	0	0	304
Porites_evermani_scaffold_2546:39502-39908	Cluster_13141	N	21	1	0	11	4	0	0	0	12	0	0	0	78	52	22	0	25	68	1	49	31	2	26	78	1	2	0	0	0	36	38	0	62	0	0	0	98
Porites_evermani_scaffold_2546:40029-40531	Cluster_13142	N	38	11	0	77	17	2	0	8	128	0	4	2	258	169	51	0	286	635	0	227	75	11	82	375	3	14	0	0	0	140	64	0	38	0	0	0	117
Porites_evermani_scaffold_2546:41554-42273	Cluster_13143	N	85	32	0	157	20	2	0	26	225	0	3	4	529	267	43	0	139	435	0	353	301	9	103	201	1	3	3	21	0	296	37	0	16	0	0	0	238
